order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,revenue,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
6951ff62555bae27cada94716835c9fa,1,8aa87bc5f3053b4df2b05a2d3059790b,9aa388272ee334b6ae07bc73706e254a,2018-04-04 21:47:08,96.0,41.52,137.52,d364f6386755f2e23f0c2d7bcfd9a146,delivered,2018-03-30 21:23:29,2018-03-30 21:47:08,2018-04-02 18:48:42,2018-04-11 23:14:21,2018-04-23
722e56aaea810aa3e171228dd28f37f4,1,f6085e99db2df10f9829b6193314615e,d650b663c3b5f6fb392b6326366efa9a,2018-04-13 18:55:22,179.0,19.94,198.94,759cdb645105a48ae7500311724659a6,delivered,2018-04-09 18:45:29,2018-04-09 18:55:22,2018-04-10 22:46:36,2018-04-23 20:44:39,2018-05-03
c216922ad3d667fb17d7c7b6843efaab,1,25a1c5b2e0ccbf703cb7b69ffebfaf38,56642bcb79900e777d68e91915cb4267,2017-03-09 20:03:00,48.0,15.11,63.11,55720455a62e996f16d67a65128746bb,delivered,2017-03-05 19:51:44,2017-03-05 20:03:00,2017-03-09 11:42:04,2017-03-13 14:53:37,2017-03-27
66e4624ae69e7dc89bd50222b59f581f,2,b37b72d5a56f887725c2862184b8cab8,db4350fd57ae30082dec7acbaacc17f9,2018-03-15 15:30:45,22.99,22.85,45.84,684fa6da5134b9e4dab731e00011712d,delivered,2018-03-09 14:50:15,2018-03-09 15:40:39,2018-03-15 00:31:19,2018-04-03 13:28:46,2018-04-02
b9340e1bc95553da15bd8aff9b343a37,2,c6bf8cc852eee5c4ab264e792a9c23a1,5dceca129747e92ff8ef7a997dc4f8ca,2017-08-16 14:43:47,29.9,11.73,41.629999999999995,abfa71d0fae78b8b69d691f25ca66c9e,delivered,2017-08-09 14:32:34,2017-08-10 14:43:47,2017-08-11 15:52:02,2017-08-14 17:07:34,2017-08-22
d25ec5d787991580395a4dc72118db6c,1,b813c88d024da60c2cbdf7a531e4fa77,fe2032dab1a61af8794248c8196565c9,2018-07-18 03:10:25,166.0,23.88,189.88,95da61d7f174a12e6b0d212df70c67a1,delivered,2018-07-13 02:50:41,2018-07-13 03:10:25,2018-07-13 13:32:00,2018-08-01 19:51:17,2018-08-03
21fba9f048e9bc341bb296a44d7e5b2e,1,09ae715b435241d687067cb868b056a7,7722b1df1b0e383e000397b2c11e3e19,2017-11-22 22:06:34,39.9,28.9,68.8,2958e9c6a7b26a98105d5154f03d01aa,delivered,2017-11-18 21:52:08,2017-11-18 22:07:04,2017-11-21 23:08:27,2017-11-27 19:44:52,2017-12-01
4d6e0de22cf1c48f915941d25e043a1a,2,619d72a5e53d41d7646274a3fa20c2c4,3bb548e3cb7f70f28e3f11ee9dce0e59,2017-03-15 15:32:21,63.9,11.06,74.96,0dcf39df481099c0fb958ac23ea36283,delivered,2017-03-09 15:32:21,2017-03-09 15:32:21,2017-03-10 09:11:56,2017-03-17 12:35:11,2017-04-04
dec5dddbabb890eefc4bf9e0b66ad1bc,1,3dd2a17168ec895c781a9191c1e95ad7,de722cd6dad950a92b7d4f82673f8833,2018-02-23 13:51:04,149.9,36.37,186.27,f25d8576442f2eb5a76648bea92b1c01,delivered,2018-02-19 13:39:17,2018-02-19 13:51:04,2018-02-21 18:23:19,2018-03-06 20:43:47,2018-03-22
ae4580214e2a8a708272e357b88d4ec4,1,06c6e01186af8b98ee1fc9e01f9471e9,fc906263ca5083d09dce42fe02247800,2017-06-13 22:30:09,39.9,12.48,52.379999999999995,966494554a31cf57b149a2ca4da38fd4,delivered,2017-06-07 22:18:23,2017-06-07 22:30:09,2017-06-12 11:04:10,2017-06-19 15:27:41,2017-06-28
102524fc738dc062948b705dac83d08e,1,53759a2ecddad2bb87a079a1f1519f73,1f50f920176fa81dab994f9023523100,2017-12-12 20:51:17,59.0,17.66,76.66,4a6d1f984020395897cbf65a960d65a1,delivered,2017-12-06 20:31:18,2017-12-06 20:51:17,2017-12-09 16:37:03,2017-12-26 16:46:05,2018-01-11
ad44597ced31488d80422a8f55428c6c,1,61f892cad282d3059bd33ae0eef5b02d,8a32e327fe2c1b3511609d81aaf9f042,2017-06-02 17:02:46,29.99,8.72,38.71,0fbb5e72320e5c8af8a04fb4fc633281,delivered,2017-05-29 16:48:56,2017-05-29 17:02:46,2017-05-30 09:19:50,2017-06-06 07:37:04,2017-06-09
7581c7decedb7d7f4310ef8313f935a7,1,06e73ddcb54620a36bfdb2e073c4dc40,0ea22c1cfbdc755f86b9b54b39c16043,2017-03-16 17:50:16,34.9,14.52,49.42,c9714864eb54838221b5ae330c338590,delivered,2017-03-11 17:50:16,2017-03-11 17:50:16,2017-03-13 13:23:22,2017-03-20 05:52:09,2017-04-03
5ab0d948812c5129aa5d2816e32c05fd,1,675f7d81de5e3dce0491b9b0ce921748,a2e874074c877c5a05abae80ad6e488f,2017-12-07 20:31:48,76.96,16.17,93.13,5a978956f6539e2e344d24647d784562,delivered,2017-12-02 20:24:00,2017-12-02 20:31:48,2017-12-12 19:26:37,2017-12-20 15:09:37,2017-12-27
835bf4777ad72891587719f1098e3528,1,2636a9812d151c718b53387171ce08be,b17b679f4f5ce2e03ce6968c62648246,2016-10-11 09:09:13,30.97,10.96,41.93,dbfc2fb6a9424037815a3a887c10be61,delivered,2016-10-07 08:28:29,2016-10-07 09:09:12,2016-10-11 09:09:13,2016-10-14 09:09:13,2016-11-29
f6ed70efbc4d10c18ee1897b7d1a7ae2,1,306d69bdf4ce0d89bad3e622e443cf47,6560211a19b47992c3666cc44a7e94c0,2018-07-25 11:20:34,49.0,7.6,56.6,91739a15398e9d413c09e118fa63cd00,delivered,2018-07-22 22:23:58,2018-07-23 12:31:55,2018-07-24 13:34:00,2018-07-25 17:36:54,2018-07-31
0b573ab05f5976a357a60e0d981b4327,1,2c0c951471371afa81e47d7bf8d20522,850913d59ce317156b00f3705f1c3edb,2018-03-29 02:15:51,42.0,7.87,49.87,5cb31e4d889afd369634b4d045403645,delivered,2018-03-21 15:37:53,2018-03-23 02:15:51,2018-03-27 02:28:48,2018-03-27 20:08:49,2018-04-03
bf866aa88acb3c2595d0627c7a6bedf7,1,f2a286e75c6c6022c0e7242e12a39079,fa1c13f2614d7b5c4749cbc52fecda94,2018-04-10 09:48:37,168.9,22.89,191.79000000000002,0b15496cbc114f48fa133a72bb4ab7b1,delivered,2018-04-02 09:28:24,2018-04-04 09:48:37,2018-04-04 21:56:23,2018-05-03 15:11:54,2018-04-25
6c6b9c17b42386d2ebd32f39c03104ad,1,261244fc4d0197d8772346872f5b0f5e,6c7d50c24b3ccd2fd83b44d8bb34e073,2017-11-13 12:50:21,35.9,13.37,49.269999999999996,e8622c7e2a8a737d4df78990ff347918,delivered,2017-11-07 12:31:49,2017-11-07 12:50:51,2017-11-09 19:49:23,2017-11-16 18:22:46,2017-11-27
b2568132625046ee9b5384ad5bd26977,1,624dfd4e171c102a6b6f50a83e522019,83b08de96980757220871b31bf6cffca,2017-10-19 17:15:17,99.89,9.71,109.6,cebec0575369eb5d6df1ffc926584e7c,delivered,2017-10-13 15:52:21,2017-10-13 16:15:17,2017-10-17 19:13:38,2017-10-18 20:24:59,2017-10-26
c29a7cc498263621590164d96d2953aa,2,1649a221a63658447144a466b159b101,78c99c6dff4eeae5be99bf635ed21e3f,2017-08-18 13:55:10,59.9,24.12,84.02,6d4dd822defb49587337ca2fef0d24d3,delivered,2017-08-14 13:18:06,2017-08-14 13:55:10,2017-08-16 19:32:31,2017-08-22 17:52:30,2017-09-08
d234978dda939ba3dbb33a1b5c474ea9,2,e6d256dd10cfa8e1f36c0423d2b3adff,c826c40d7b19f62a09e2d7c5e7295ee2,2018-03-15 13:10:24,99.9,7.56,107.46000000000001,a6ab19f6d9c652f975031cee6b867541,delivered,2018-03-10 13:00:34,2018-03-10 13:10:24,2018-03-13 18:14:43,2018-03-15 20:18:46,2018-03-22
f54121f8a2be85c0f0014bd1ea6c9136,1,a7c73814e6894bc049f7aac7d37f7175,6f892e20a171e98efe17fdb971ff319b,2017-09-27 18:45:13,254.9,27.06,281.96,1adcc89514838ce6dab7b1d17e3a721d,delivered,2017-09-19 18:31:39,2017-09-19 18:45:13,2017-09-22 17:56:26,2017-10-10 19:59:13,2017-10-26
bfa80c640c89b8b47f3c864e6de67509,1,cec09725da5ed01471d9a505e7389d37,4d6d651bd7684af3fffabd5f08d12e5a,2017-12-28 22:50:22,69.9,16.12,86.02000000000001,c334c7c2376bea0710476a797ec92388,delivered,2017-12-23 22:38:14,2017-12-23 22:50:22,2017-12-28 23:22:41,2018-01-10 19:10:08,2018-01-19
f1e419ef48040a2bfda456af0e345ad6,1,596faa581e9b1ca7d28a1c0777a8423b,46dc3b2cc0980fb8ec44634e21d2718e,2017-09-21 19:04:06,99.99,12.7,112.69,690056484ed8c2a8991de1f268d37edc,delivered,2017-09-16 18:32:53,2017-09-16 19:04:06,2017-09-18 22:33:46,2017-09-21 14:42:54,2017-10-05
146f83fbe74a8608adecd4b19c1597fb,1,437c05a395e9e47f9762e677a7068ce7,f84fa566034f5e8e880a07ec624c56af,2018-03-29 02:27:58,47.65,7.39,55.04,5632f9bcf2b8dbec21e40b4a3a9fe7cf,delivered,2018-03-22 13:41:17,2018-03-23 02:27:58,2018-03-27 18:06:39,2018-03-28 19:28:30,2018-04-04
330e33e1ba4ecfc10b0f1225fd9276ad,1,7814c273ab16783d73a9863ebfa8b141,1025f0e2d44d7041d6cf58b6550e0bfa,2017-12-05 20:11:10,250.0,62.49,312.49,e6188aba82d3470095f9366e1a0b1ec7,delivered,2017-11-25 19:51:13,2017-11-25 20:11:10,2017-12-12 16:08:59,2017-12-18 23:43:27,2017-12-26
eb8871f7b0a4b2678e414a280b52349b,1,880be32f4db1d9f6e2bec38fb6ac23ab,fa40cc5b934574b62717c68f3d678b6d,2018-03-22 20:07:33,44.9,7.39,52.29,623de6c1e2801c6702b4f1d70b72777f,delivered,2018-03-18 19:47:29,2018-03-18 20:07:33,2018-03-21 21:05:13,2018-03-24 17:34:35,2018-03-29
8104809ce1b8fe36d8228fd0e357ebc0,1,ec222365cd276f7e9c328d64f023c6ac,d91fb3b7d041e83b64a00a3edfb37e4f,2018-04-20 15:31:02,95.0,18.55,113.55,86cb4f1c3e32aaf6c8dbfb68fb45a0be,delivered,2018-04-15 16:20:40,2018-04-16 15:31:36,2018-04-18 20:52:32,2018-04-27 13:06:48,2018-05-14
70537c8a3dfbbe79f0d078a43a815d97,1,e2c3ed9aaddfd2312a6a5fe9b3ddadd3,46dc3b2cc0980fb8ec44634e21d2718e,2017-11-27 04:08:31,99.99,18.94,118.92999999999999,61236884b077ada960417b31ffdf6e67,delivered,2017-11-18 08:50:48,2017-11-21 04:08:31,2017-11-23 15:33:11,2017-12-12 19:25:43,2017-12-11
7dfa7b74a309a0a38a2354b745151aae,1,39dc16aaca25e1f0ab28d16d72703082,70a12e78e608ac31179aea7f8422044b,2017-12-26 01:53:25,59.0,15.16,74.16,0c474fb968686213d3b8a6222196de97,delivered,2017-12-19 01:08:48,2017-12-19 01:53:25,2017-12-19 19:24:54,2017-12-29 20:13:31,2018-01-16
5eaf68e00853a2cdef0e961bcf5aeab4,1,b79361867edbe85462b548334d136a8a,e24fc9fcd865784fb25705606fe3dfe7,2017-11-30 15:51:40,150.0,8.3,158.3,35bf42c9aedfbb7735a9cd711296f57f,delivered,2017-11-24 13:30:59,2017-11-24 15:51:40,2017-11-27 17:48:03,2017-11-30 00:18:07,2017-12-08
0babf33efe3b411528d29e03b76acc5d,1,93c902b021a9e594f658ab1b0351602a,2e90cb1677d35cfe24eef47d441b7c87,2018-02-05 19:54:00,97.9,16.94,114.84,8c6d3fcd7164c66c11e742d3799118bf,delivered,2018-01-30 19:30:05,2018-01-30 19:54:00,2018-01-31 20:22:32,2018-02-19 22:52:07,2018-02-23
e2ab87d52fec5bcac4a7a5206eba10fa,1,bb42f37fc3d9130e4a4339d24a47dd7c,da8622b14eb17ae2831f4ac5b9dab84a,2017-12-28 18:52:52,44.9,9.09,53.989999999999995,f48208eff9563f993ac37437d8b72d35,delivered,2017-12-20 18:54:59,2017-12-21 18:52:52,2017-12-22 23:14:01,2017-12-26 19:29:05,2018-01-09
d418f98c27bf805b915d01108230ea55,1,c3097e07a0a5de0d4b4c836d90c5a284,8b321bb669392f5163d04c59e235e066,2018-03-14 02:15:31,13.7,15.23,28.93,01c013b2259ff571bb7481d62fd96e67,delivered,2018-03-06 18:31:06,2018-03-08 02:15:31,2018-03-08 20:17:19,2018-03-23 01:13:08,2018-03-26
856450615438e29ecc334651df96e7f6,1,d31d37381e5760bb91654d898e9c1a73,fcb5ace8bcc92f75707dc0f01a27d269,2018-03-08 09:15:22,538.0,16.32,554.32,447552d077cd8c71a9cbca5e22a27d33,delivered,2018-03-02 08:56:47,2018-03-02 09:15:22,2018-03-05 20:45:53,2018-03-06 13:38:45,2018-03-14
a814c3bac8cee558887d1cd73a0696a0,1,a142a106133a43bc55573a6a77be9d57,18a349e75d307f4b4cc646a691ed4216,2018-08-29 10:55:31,20.0,7.4,27.4,e0232cdbaf4e7f5abe9cbc566a0e9022,delivered,2018-08-22 10:41:32,2018-08-22 10:55:31,2018-08-23 14:18:00,2018-08-24 19:42:33,2018-08-31
064895b0b58ab3f84d9d3b0a2b800205,1,860f7a159db32408ea4bad60965e9a3a,f45122a9ab94eb4f3f8953578bc0c560,2017-09-13 02:44:10,59.99,16.18,76.17,028f1d106a98669a1c0caaf5866f31ec,delivered,2017-09-05 01:11:20,2017-09-07 02:44:10,2017-09-08 21:53:32,2017-09-14 20:35:49,2017-09-27
6e5f1d377726554b0f65e0efce15e195,1,8481795a5de647a07c409db1c62ba551,02b72cdeb9cfcc429f1af6f4e3f3b737,2018-07-31 22:24:37,129.15,44.7,173.85000000000002,f64470f4048d3944248bfa31f71aad09,delivered,2018-07-25 21:20:47,2018-07-25 22:24:37,2018-07-26 12:57:00,2018-08-04 15:16:32,2018-08-10
e3aba2389e4a741a1707015e19a45c65,1,c20a3f598c16d77249da67e81caa8317,955fee9216a65b617aa5c0531780ce60,2018-08-01 20:20:08,32.0,19.41,51.41,bc930ed083b508dd8130462a67b77aa3,delivered,2018-07-30 19:36:04,2018-07-30 20:20:08,2018-07-31 12:44:00,2018-08-07 10:26:46,2018-08-14
a65f65e30792ce1c3492008e544cd0da,1,a41d9e51c365f6e2f5eb1f98fa4097eb,0ac4201fda2c68ebc0e47cb9423cf3c9,2018-04-16 23:15:21,39.99,37.04,77.03,4274d726e175b67d5a1893ea0fa4e1a9,delivered,2018-04-10 23:03:58,2018-04-10 23:15:21,2018-04-11 17:32:04,2018-04-24 22:36:51,2018-05-11
7b30aa29f313756594c6bfad78eea84a,1,be0598171ca7dc5b5904079159633ca0,41b39e28db005d9731d9d485a83b4c38,2018-04-16 13:29:58,49.9,15.23,65.13,50fc555de6aad7ded46154a31fa91d89,delivered,2018-04-07 20:22:01,2018-04-10 13:29:58,2018-04-12 18:49:46,2018-04-26 16:04:06,2018-05-03
42c1fb96d0ddaa4cd3e00d607bf2cfe7,2,45fc964dc03d16147f82dbe844e2cdf1,ec4608a1f76453166bb312b2968aeaf4,2017-03-28 00:02:59,34.99,36.75,71.74000000000001,1d13a688c080887be804f5da5291fe95,delivered,2017-03-22 00:02:59,2017-03-22 00:02:59,2017-03-28 09:54:11,2017-04-03 18:40:02,2017-04-12
455d05ce8b86b6e2b3c2e6e0a7994942,1,3eda91c4ed75e3ce93482a5eed64868d,aaed1309374718fdd995ee4c58c9dfcd,2017-10-09 09:20:05,127.9,16.66,144.56,2319dc20d045c9b7f7b720821e8a7336,delivered,2017-10-03 08:30:39,2017-10-03 09:20:05,2017-10-04 02:10:13,2017-10-10 18:02:55,2017-11-01
87c883900b2dc61189bb316c6c00250d,1,e73a764ace9b74b912bea28a731f60e0,7dea6f73af847b42cc3985bd620f994d,2018-08-09 13:10:14,175.0,28.18,203.18,45c33e9c8c978d7bee32d4cac26a90be,delivered,2018-08-04 13:01:25,2018-08-04 13:30:57,2018-08-06 10:29:00,2018-08-09 20:47:43,2018-08-21
47bcc66b360244699053868c95917bd7,1,ddaad3142473118e7c6c4848683026b9,3d621842b2ed28e2b474132480edac3c,2017-12-01 03:11:43,19.99,15.1,35.089999999999996,6107b1307038a1ce0780b1ac1653fceb,delivered,2017-11-23 15:01:48,2017-11-24 03:12:13,2017-11-24 20:42:59,2017-11-30 21:44:46,2017-12-15
8fcc357da7ca48e86ae2423b5e95bffe,1,bd7836d8c8cfe05d89e7343cf415eb5c,538caafddff204241cecbf3a02e6b3cf,2017-06-09 17:05:16,15.9,7.78,23.68,32b9cece2f8b3b967e0c469559e29e67,delivered,2017-06-05 16:54:47,2017-06-05 17:05:16,2017-06-26 15:17:38,2017-06-29 16:37:52,2017-06-19
42a19395ca15b0662870b6b41be02edc,1,65266b2da20d04dbe00c5c2d3bb7859e,2c9e548be18521d1c43cde1c582c6de8,2018-05-28 11:31:15,23.9,15.23,39.129999999999995,71e5e75dfaa74b62bfb191e28152d528,delivered,2018-05-24 11:11:42,2018-05-24 11:39:10,2018-05-28 13:20:00,2018-06-01 16:07:22,2018-06-29
6826d5740591909e368433e2a5ec75fb,1,3fc23ad64a8ee1f1451c8c44932c5d22,01266d4c46afa519678d16a8b683d325,2018-08-08 16:31:10,9.88,13.47,23.35,7a8425b03cffa0ddba84d4277b7a4e7e,delivered,2018-08-02 16:07:38,2018-08-02 16:43:51,2018-08-03 15:42:00,2018-08-07 21:51:50,2018-08-16
f4a0d0b492776bcd3baab5d1f826b131,1,fad9c24cf8c042a01ea0f381957f9ea5,7238f877570096ae403c51898fa64566,2018-06-06 15:59:02,400.0,11.16,411.16,6887855de82e990aa40afea563f79b83,delivered,2018-05-29 15:28:44,2018-05-29 15:59:02,2018-05-30 10:06:00,2018-06-01 11:24:54,2018-06-21
74d0656bd03c432ae4011b6c1dc97c09,1,0fc6914383c2bea767a9562c9d8b43a1,8c16d1f32a54d92897cc437244442e1b,2018-02-15 02:49:36,44.99,16.79,61.78,11747a292c140f3903ae179efdc9b5cd,delivered,2018-02-08 14:50:47,2018-02-10 02:49:36,2018-02-14 17:05:53,2018-02-21 21:45:25,2018-03-12
c03a1a47065000233e19e37a01eca310,1,e6609e94d7b022fd6abf6142401618f9,e5a3438891c0bfdb9394643f95273d8e,2017-06-22 00:24:57,48.9,11.85,60.75,4dd50db22d8966118f82f5157168f4c6,delivered,2017-06-18 00:06:49,2017-06-18 00:24:57,2017-06-19 15:06:52,2017-06-27 09:10:47,2017-07-07
e1b7c817cbe8c84aeaad8a92bc96970c,1,29b9d74c083ef891b8869d31cffb2a3d,530ec6109d11eaaf87999465c6afee01,2017-08-16 16:25:08,105.9,19.98,125.88000000000001,9734ba42a6232a561918467cef0c6d7f,delivered,2017-08-10 16:08:46,2017-08-10 16:25:08,2017-08-11 20:04:50,2017-08-23 20:17:45,2017-09-05
df281308c4a5cd2e3f2cc5c7eb5c30c3,1,585fba465552491690a4d0ebc78ef585,7a2d2949aea47fab95fd98d6c9f618b1,2018-04-03 18:15:21,12.99,19.32,32.31,4666258a26f60758fbdbaaea7ae1173c,delivered,2018-03-26 18:01:40,2018-03-26 18:15:21,2018-03-27 23:44:00,2018-04-06 20:16:44,2018-04-19
231f7e18395c045198f74f63e3cad304,1,2b4609f8948be18874494203496bc318,cc419e0650a3c5ba77189a1882b7556a,2017-07-12 04:45:10,89.99,7.88,97.86999999999999,08e4aec0cb39467c0d89548c9e44e28b,delivered,2017-06-30 11:03:46,2017-07-04 04:45:10,2017-07-05 09:55:36,2017-07-06 15:53:32,2017-07-17
28553df1da816f76ae87bb32739cd4b5,2,3f14d740544f37ece8a9e7bc8349797e,f457c46070d02cadd8a68551231220dd,2018-02-08 02:55:51,84.9,15.34,100.24000000000001,70e4bf1c9bed1dc7fa8832de9db14206,delivered,2018-01-31 23:38:14,2018-02-02 02:55:51,2018-02-05 16:46:49,2018-02-16 00:13:48,2018-02-23
1ad47582d931ff1f07ced9a9856a2b1a,1,aca2eb7d00ea1a7b8ebd4e68314663af,955fee9216a65b617aa5c0531780ce60,2017-12-15 06:31:38,75.0,16.16,91.16,5449c0156b595816472923e07b218bf0,delivered,2017-12-08 06:22:33,2017-12-08 07:01:42,2017-12-08 22:22:22,2017-12-16 00:18:33,2018-01-04
fc12a57ca0e1e2e7dd16b215f473c70a,1,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,2017-07-10 03:43:32,89.9,12.13,102.03,228c05590301d865a158253d3b5d2350,delivered,2017-07-03 14:09:07,2017-07-04 03:43:32,2017-07-07 18:56:34,2017-07-13 21:51:40,2017-07-21
2ce193276df0831b86cf55d9c47ce8a8,1,02ed3b595447e948efc3eac897e4df0e,640e21a7d01df7614a3b4923e990d40c,2018-07-16 22:35:19,40.35,19.47,59.82,660dcf8706abc500a8167cec69994720,delivered,2018-07-13 22:24:57,2018-07-13 22:35:19,2018-07-16 14:29:00,2018-07-23 18:33:42,2018-08-13
d28265eafbe1955982d540b0d2237076,1,1aaf80d4afeb6d8636711e75d02f1a7e,080102cd0a76b09e0dcf55fcacc60e05,2018-03-12 03:35:33,39.99,16.79,56.78,aa4e13fb69ce0c9e456d9f6bb47d46db,delivered,2018-03-03 11:07:25,2018-03-06 03:35:33,2018-03-06 17:46:46,2018-03-19 20:42:42,2018-03-26
fe6823abc970a4bad1c216e78e92dbe3,1,4eff4dd8918d15c9a308a9645d353807,4b9750c8ad28220fe6702d4ecb7c898f,2018-08-24 20:44:11,48.9,9.09,57.989999999999995,c2ade416c91ab14bf4d12834873b8d7c,delivered,2018-08-21 20:30:56,2018-08-21 20:44:11,2018-08-22 14:55:00,2018-08-23 18:34:48,2018-08-27
c9fddd8d2730610e00bbcda3e79fdcca,1,d4a4ff95f641981ed47802cce0ea5c88,1f1bb1f0859883505541bdd6606193e5,2017-12-01 01:12:24,149.99,16.81,166.8,e3a89345d860faa5a9431ec4fb1e307c,delivered,2017-11-27 00:58:20,2017-11-27 01:12:24,2017-11-28 16:43:03,2017-12-11 17:33:10,2017-12-21
